#node	identifier	category	term ID	term description
NIP5-1	3702.Q9SV84	STRING clusters	CL:34449	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP5-1	3702.Q9SV84	STRING clusters	CL:34450	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP5-1	3702.Q9SV84	STRING clusters	CL:34617	Mixed, incl. Anion exchange, and Active borate transmembrane transporter activity
NIP5-1	3702.Q9SV84	STRING clusters	CL:34618	Mixed, incl. Anion exchange, and Active borate transmembrane transporter activity
NIP5-1	3702.Q9SV84	STRING clusters	CL:34621	Mixed, incl. Anion exchange, and Active borate transmembrane transporter activity
NIP5-1	3702.Q9SV84	STRING clusters	CL:34637	Borate transmembrane transport, and Anion exchange
NIP5-1	3702.Q9SV84	Reactome	MAP-382551	Transport of small molecules
NIP5-1	3702.Q9SV84	Reactome	MAP-432047	Passive transport by Aquaporins
NIP5-1	3702.Q9SV84	Reactome	MAP-445717	Aquaporin-mediated transport
NIP5-1	3702.Q9SV84	COMPARTMENTS	GOCC:0005886	Plasma membrane
NIP5-1	3702.Q9SV84	COMPARTMENTS	GOCC:0016020	Membrane
NIP5-1	3702.Q9SV84	COMPARTMENTS	GOCC:0016328	Lateral plasma membrane
NIP5-1	3702.Q9SV84	COMPARTMENTS	GOCC:0071944	Cell periphery
NIP5-1	3702.Q9SV84	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
NIP5-1	3702.Q9SV84	UniProt Keywords	KW-0472	Membrane
NIP5-1	3702.Q9SV84	UniProt Keywords	KW-0597	Phosphoprotein
NIP5-1	3702.Q9SV84	UniProt Keywords	KW-0677	Repeat
NIP5-1	3702.Q9SV84	UniProt Keywords	KW-0812	Transmembrane
NIP5-1	3702.Q9SV84	UniProt Keywords	KW-0813	Transport
NIP5-1	3702.Q9SV84	UniProt Keywords	KW-1003	Cell membrane
NIP5-1	3702.Q9SV84	UniProt Keywords	KW-1133	Transmembrane helix
NIP5-1	3702.Q9SV84	Pfam	PF00230	Major intrinsic protein
NIP5-1	3702.Q9SV84	InterPro	IPR000425	Major intrinsic protein
NIP5-1	3702.Q9SV84	InterPro	IPR022357	Major intrinsic protein, conserved site
NIP5-1	3702.Q9SV84	InterPro	IPR023271	Aquaporin-like
NIP5-1	3702.Q9SV84	InterPro	IPR034294	Aquaporin transporter
NIP6-1	3702.Q9SAI4	GO Process	GO:0006810	Transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0006811	Ion transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0006820	Anion transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0007154	Cell communication
NIP6-1	3702.Q9SAI4	GO Process	GO:0008643	Carbohydrate transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0009605	Response to external stimulus
NIP6-1	3702.Q9SAI4	GO Process	GO:0009987	Cellular process
NIP6-1	3702.Q9SAI4	GO Process	GO:0009991	Response to extracellular stimulus
NIP6-1	3702.Q9SAI4	GO Process	GO:0010036	Response to boron-containing substance
NIP6-1	3702.Q9SAI4	GO Process	GO:0015698	Inorganic anion transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0015791	Polyol transmembrane transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0015793	Glycerol transmembrane transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0015840	Urea transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0015850	Organic hydroxy compound transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0019755	One-carbon compound transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0031667	Response to nutrient levels
NIP6-1	3702.Q9SAI4	GO Process	GO:0031668	Cellular response to extracellular stimulus
NIP6-1	3702.Q9SAI4	GO Process	GO:0031669	Cellular response to nutrient levels
NIP6-1	3702.Q9SAI4	GO Process	GO:0034219	Carbohydrate transmembrane transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0034220	Ion transmembrane transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0035445	Borate transmembrane transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0042221	Response to chemical
NIP6-1	3702.Q9SAI4	GO Process	GO:0042886	Amide transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0046713	Borate transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0050896	Response to stimulus
NIP6-1	3702.Q9SAI4	GO Process	GO:0051179	Localization
NIP6-1	3702.Q9SAI4	GO Process	GO:0051234	Establishment of localization
NIP6-1	3702.Q9SAI4	GO Process	GO:0051716	Cellular response to stimulus
NIP6-1	3702.Q9SAI4	GO Process	GO:0055085	Transmembrane transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0070887	Cellular response to chemical stimulus
NIP6-1	3702.Q9SAI4	GO Process	GO:0071496	Cellular response to external stimulus
NIP6-1	3702.Q9SAI4	GO Process	GO:0071702	Organic substance transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0071705	Nitrogen compound transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0071918	Urea transmembrane transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0080029	Cellular response to boron-containing substance levels
NIP6-1	3702.Q9SAI4	GO Process	GO:0098656	Anion transmembrane transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0098660	Inorganic ion transmembrane transport
NIP6-1	3702.Q9SAI4	GO Process	GO:0098661	Inorganic anion transmembrane transport
NIP6-1	3702.Q9SAI4	GO Function	GO:0005215	Transporter activity
NIP6-1	3702.Q9SAI4	GO Function	GO:0008509	Anion transmembrane transporter activity
NIP6-1	3702.Q9SAI4	GO Function	GO:0015075	Ion transmembrane transporter activity
NIP6-1	3702.Q9SAI4	GO Function	GO:0015103	Inorganic anion transmembrane transporter activity
NIP6-1	3702.Q9SAI4	GO Function	GO:0015144	Carbohydrate transmembrane transporter activity
NIP6-1	3702.Q9SAI4	GO Function	GO:0015166	Polyol transmembrane transporter activity
NIP6-1	3702.Q9SAI4	GO Function	GO:0015168	Glycerol transmembrane transporter activity
NIP6-1	3702.Q9SAI4	GO Function	GO:0015204	Urea transmembrane transporter activity
NIP6-1	3702.Q9SAI4	GO Function	GO:0015267	Channel activity
NIP6-1	3702.Q9SAI4	GO Function	GO:0015318	Inorganic molecular entity transmembrane transporter activity
NIP6-1	3702.Q9SAI4	GO Function	GO:0022803	Passive transmembrane transporter activity
NIP6-1	3702.Q9SAI4	GO Function	GO:0022804	Active transmembrane transporter activity
NIP6-1	3702.Q9SAI4	GO Function	GO:0022853	Active ion transmembrane transporter activity
NIP6-1	3702.Q9SAI4	GO Function	GO:0022857	Transmembrane transporter activity
NIP6-1	3702.Q9SAI4	GO Function	GO:0042887	Amide transmembrane transporter activity
NIP6-1	3702.Q9SAI4	GO Function	GO:0046715	Active borate transmembrane transporter activity
NIP6-1	3702.Q9SAI4	GO Function	GO:1901618	Organic hydroxy compound transmembrane transporter activity
NIP6-1	3702.Q9SAI4	GO Component	GO:0005886	Plasma membrane
NIP6-1	3702.Q9SAI4	GO Component	GO:0016020	Membrane
NIP6-1	3702.Q9SAI4	GO Component	GO:0016021	Integral component of membrane
NIP6-1	3702.Q9SAI4	GO Component	GO:0031224	Intrinsic component of membrane
NIP6-1	3702.Q9SAI4	GO Component	GO:0071944	Cell periphery
NIP6-1	3702.Q9SAI4	GO Component	GO:0110165	Cellular anatomical entity
NIP6-1	3702.Q9SAI4	STRING clusters	CL:34446	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP6-1	3702.Q9SAI4	STRING clusters	CL:34448	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP6-1	3702.Q9SAI4	STRING clusters	CL:34449	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP6-1	3702.Q9SAI4	STRING clusters	CL:34450	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP6-1	3702.Q9SAI4	STRING clusters	CL:34617	Mixed, incl. Anion exchange, and Active borate transmembrane transporter activity
NIP6-1	3702.Q9SAI4	STRING clusters	CL:34618	Mixed, incl. Anion exchange, and Active borate transmembrane transporter activity
NIP6-1	3702.Q9SAI4	STRING clusters	CL:34621	Mixed, incl. Anion exchange, and Active borate transmembrane transporter activity
NIP6-1	3702.Q9SAI4	STRING clusters	CL:34637	Borate transmembrane transport, and Anion exchange
NIP6-1	3702.Q9SAI4	Reactome	MAP-382551	Transport of small molecules
NIP6-1	3702.Q9SAI4	Reactome	MAP-432047	Passive transport by Aquaporins
NIP6-1	3702.Q9SAI4	Reactome	MAP-445717	Aquaporin-mediated transport
NIP6-1	3702.Q9SAI4	COMPARTMENTS	GOCC:0005886	Plasma membrane
NIP6-1	3702.Q9SAI4	COMPARTMENTS	GOCC:0016020	Membrane
NIP6-1	3702.Q9SAI4	COMPARTMENTS	GOCC:0071944	Cell periphery
NIP6-1	3702.Q9SAI4	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
NIP6-1	3702.Q9SAI4	UniProt Keywords	KW-0472	Membrane
NIP6-1	3702.Q9SAI4	UniProt Keywords	KW-0597	Phosphoprotein
NIP6-1	3702.Q9SAI4	UniProt Keywords	KW-0677	Repeat
NIP6-1	3702.Q9SAI4	UniProt Keywords	KW-0812	Transmembrane
NIP6-1	3702.Q9SAI4	UniProt Keywords	KW-0813	Transport
NIP6-1	3702.Q9SAI4	UniProt Keywords	KW-1133	Transmembrane helix
NIP6-1	3702.Q9SAI4	Pfam	PF00230	Major intrinsic protein
NIP6-1	3702.Q9SAI4	InterPro	IPR000425	Major intrinsic protein
NIP6-1	3702.Q9SAI4	InterPro	IPR022357	Major intrinsic protein, conserved site
NIP6-1	3702.Q9SAI4	InterPro	IPR023271	Aquaporin-like
NIP6-1	3702.Q9SAI4	InterPro	IPR034294	Aquaporin transporter
NIP7-1	3702.Q8LAI1	GO Process	GO:0006810	Transport
NIP7-1	3702.Q8LAI1	GO Process	GO:0006811	Ion transport
NIP7-1	3702.Q8LAI1	GO Process	GO:0006820	Anion transport
NIP7-1	3702.Q8LAI1	GO Process	GO:0009987	Cellular process
NIP7-1	3702.Q8LAI1	GO Process	GO:0015698	Inorganic anion transport
NIP7-1	3702.Q8LAI1	GO Process	GO:0034220	Ion transmembrane transport
NIP7-1	3702.Q8LAI1	GO Process	GO:0035445	Borate transmembrane transport
NIP7-1	3702.Q8LAI1	GO Process	GO:0046713	Borate transport
NIP7-1	3702.Q8LAI1	GO Process	GO:0051179	Localization
NIP7-1	3702.Q8LAI1	GO Process	GO:0051234	Establishment of localization
NIP7-1	3702.Q8LAI1	GO Process	GO:0055085	Transmembrane transport
NIP7-1	3702.Q8LAI1	GO Process	GO:0098656	Anion transmembrane transport
NIP7-1	3702.Q8LAI1	GO Process	GO:0098660	Inorganic ion transmembrane transport
NIP7-1	3702.Q8LAI1	GO Process	GO:0098661	Inorganic anion transmembrane transport
NIP7-1	3702.Q8LAI1	GO Function	GO:0005215	Transporter activity
NIP7-1	3702.Q8LAI1	GO Function	GO:0008509	Anion transmembrane transporter activity
NIP7-1	3702.Q8LAI1	GO Function	GO:0015075	Ion transmembrane transporter activity
NIP7-1	3702.Q8LAI1	GO Function	GO:0015103	Inorganic anion transmembrane transporter activity
NIP7-1	3702.Q8LAI1	GO Function	GO:0015267	Channel activity
NIP7-1	3702.Q8LAI1	GO Function	GO:0015318	Inorganic molecular entity transmembrane transporter activity
NIP7-1	3702.Q8LAI1	GO Function	GO:0022803	Passive transmembrane transporter activity
NIP7-1	3702.Q8LAI1	GO Function	GO:0022804	Active transmembrane transporter activity
NIP7-1	3702.Q8LAI1	GO Function	GO:0022853	Active ion transmembrane transporter activity
NIP7-1	3702.Q8LAI1	GO Function	GO:0022857	Transmembrane transporter activity
NIP7-1	3702.Q8LAI1	GO Function	GO:0046715	Active borate transmembrane transporter activity
NIP7-1	3702.Q8LAI1	GO Component	GO:0016020	Membrane
NIP7-1	3702.Q8LAI1	GO Component	GO:0016021	Integral component of membrane
NIP7-1	3702.Q8LAI1	GO Component	GO:0031224	Intrinsic component of membrane
NIP7-1	3702.Q8LAI1	GO Component	GO:0110165	Cellular anatomical entity
NIP7-1	3702.Q8LAI1	STRING clusters	CL:33205	Mixed, incl. ABC transporter-like, ATP-binding domain, and Root UVB sensitive family
NIP7-1	3702.Q8LAI1	STRING clusters	CL:33206	Mixed, incl. ABC transporter-like, ATP-binding domain, and D-galactoside/L-rhamnose binding SUEL lectin domain
NIP7-1	3702.Q8LAI1	STRING clusters	CL:33207	Mixed, incl. ABC transporter-like, ATP-binding domain, and D-galactoside/L-rhamnose binding SUEL lectin domain
NIP7-1	3702.Q8LAI1	STRING clusters	CL:33208	Mixed, incl. ABC transporter-like, ATP-binding domain, and D-galactoside/L-rhamnose binding SUEL lectin domain
NIP7-1	3702.Q8LAI1	STRING clusters	CL:33209	Mixed, incl. ABC transporter-like, ATP-binding domain, and D-galactoside/L-rhamnose binding SUEL lectin domain
NIP7-1	3702.Q8LAI1	STRING clusters	CL:33210	ABC transporter-like, ATP-binding domain, and D-galactoside/L-rhamnose binding SUEL lectin domain
NIP7-1	3702.Q8LAI1	STRING clusters	CL:33211	ABC transporter-like, ATP-binding domain, and D-galactoside/L-rhamnose binding SUEL lectin domain
NIP7-1	3702.Q8LAI1	STRING clusters	CL:33429	Mixed, incl. Phytochelatin transport, and Lead ion transport
NIP7-1	3702.Q8LAI1	STRING clusters	CL:33430	Mixed, incl. Phytochelatin transport, and (+)-Abscisic acid D-glucopyranosyl ester transmembrane transport
NIP7-1	3702.Q8LAI1	Reactome	MAP-382551	Transport of small molecules
NIP7-1	3702.Q8LAI1	Reactome	MAP-432047	Passive transport by Aquaporins
NIP7-1	3702.Q8LAI1	Reactome	MAP-445717	Aquaporin-mediated transport
NIP7-1	3702.Q8LAI1	COMPARTMENTS	GOCC:0016020	Membrane
NIP7-1	3702.Q8LAI1	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
NIP7-1	3702.Q8LAI1	UniProt Keywords	KW-0472	Membrane
NIP7-1	3702.Q8LAI1	UniProt Keywords	KW-0597	Phosphoprotein
NIP7-1	3702.Q8LAI1	UniProt Keywords	KW-0677	Repeat
NIP7-1	3702.Q8LAI1	UniProt Keywords	KW-0812	Transmembrane
NIP7-1	3702.Q8LAI1	UniProt Keywords	KW-0813	Transport
NIP7-1	3702.Q8LAI1	UniProt Keywords	KW-1133	Transmembrane helix
NIP7-1	3702.Q8LAI1	Pfam	PF00230	Major intrinsic protein
NIP7-1	3702.Q8LAI1	InterPro	IPR000425	Major intrinsic protein
NIP7-1	3702.Q8LAI1	InterPro	IPR022357	Major intrinsic protein, conserved site
NIP7-1	3702.Q8LAI1	InterPro	IPR023271	Aquaporin-like
NIP7-1	3702.Q8LAI1	InterPro	IPR034294	Aquaporin transporter
PIP2-4	3702.Q9FF53	GO Process	GO:0006810	Transport
PIP2-4	3702.Q9FF53	GO Process	GO:0006833	Water transport
PIP2-4	3702.Q9FF53	GO Process	GO:0007275	Multicellular organism development
PIP2-4	3702.Q9FF53	GO Process	GO:0009653	Anatomical structure morphogenesis
PIP2-4	3702.Q9FF53	GO Process	GO:0009888	Tissue development
PIP2-4	3702.Q9FF53	GO Process	GO:0009987	Cellular process
PIP2-4	3702.Q9FF53	GO Process	GO:0010015	Root morphogenesis
PIP2-4	3702.Q9FF53	GO Process	GO:0010053	Root epidermal cell differentiation
PIP2-4	3702.Q9FF53	GO Process	GO:0010054	Trichoblast differentiation
PIP2-4	3702.Q9FF53	GO Process	GO:0016049	Cell growth
PIP2-4	3702.Q9FF53	GO Process	GO:0021700	Developmental maturation
PIP2-4	3702.Q9FF53	GO Process	GO:0022622	Root system development
PIP2-4	3702.Q9FF53	GO Process	GO:0030154	Cell differentiation
PIP2-4	3702.Q9FF53	GO Process	GO:0032501	Multicellular organismal process
PIP2-4	3702.Q9FF53	GO Process	GO:0032502	Developmental process
PIP2-4	3702.Q9FF53	GO Process	GO:0040007	Growth
PIP2-4	3702.Q9FF53	GO Process	GO:0042044	Fluid transport
PIP2-4	3702.Q9FF53	GO Process	GO:0048364	Root development
PIP2-4	3702.Q9FF53	GO Process	GO:0048468	Cell development
PIP2-4	3702.Q9FF53	GO Process	GO:0048469	Cell maturation
PIP2-4	3702.Q9FF53	GO Process	GO:0048588	Developmental cell growth
PIP2-4	3702.Q9FF53	GO Process	GO:0048589	Developmental growth
PIP2-4	3702.Q9FF53	GO Process	GO:0048731	System development
PIP2-4	3702.Q9FF53	GO Process	GO:0048764	Trichoblast maturation
PIP2-4	3702.Q9FF53	GO Process	GO:0048765	Root hair cell differentiation
PIP2-4	3702.Q9FF53	GO Process	GO:0048767	Root hair elongation
PIP2-4	3702.Q9FF53	GO Process	GO:0048856	Anatomical structure development
PIP2-4	3702.Q9FF53	GO Process	GO:0048869	Cellular developmental process
PIP2-4	3702.Q9FF53	GO Process	GO:0051179	Localization
PIP2-4	3702.Q9FF53	GO Process	GO:0051234	Establishment of localization
PIP2-4	3702.Q9FF53	GO Process	GO:0055085	Transmembrane transport
PIP2-4	3702.Q9FF53	GO Process	GO:0060560	Developmental growth involved in morphogenesis
PIP2-4	3702.Q9FF53	GO Process	GO:0071695	Anatomical structure maturation
PIP2-4	3702.Q9FF53	GO Process	GO:0080147	Root hair cell development
PIP2-4	3702.Q9FF53	GO Process	GO:0080170	Hydrogen peroxide transmembrane transport
PIP2-4	3702.Q9FF53	GO Process	GO:0090558	Plant epidermis development
PIP2-4	3702.Q9FF53	GO Process	GO:0090627	Plant epidermal cell differentiation
PIP2-4	3702.Q9FF53	GO Process	GO:0099402	Plant organ development
PIP2-4	3702.Q9FF53	GO Process	GO:1905392	Plant organ morphogenesis
PIP2-4	3702.Q9FF53	GO Function	GO:0005215	Transporter activity
PIP2-4	3702.Q9FF53	GO Function	GO:0005372	Water transmembrane transporter activity
PIP2-4	3702.Q9FF53	GO Function	GO:0015250	Water channel activity
PIP2-4	3702.Q9FF53	GO Function	GO:0015267	Channel activity
PIP2-4	3702.Q9FF53	GO Function	GO:0015318	Inorganic molecular entity transmembrane transporter activity
PIP2-4	3702.Q9FF53	GO Function	GO:0022803	Passive transmembrane transporter activity
PIP2-4	3702.Q9FF53	GO Function	GO:0022857	Transmembrane transporter activity
PIP2-4	3702.Q9FF53	GO Component	GO:0005886	Plasma membrane
PIP2-4	3702.Q9FF53	GO Component	GO:0005911	Cell-cell junction
PIP2-4	3702.Q9FF53	GO Component	GO:0009506	Plasmodesma
PIP2-4	3702.Q9FF53	GO Component	GO:0016020	Membrane
PIP2-4	3702.Q9FF53	GO Component	GO:0016021	Integral component of membrane
PIP2-4	3702.Q9FF53	GO Component	GO:0030054	Cell junction
PIP2-4	3702.Q9FF53	GO Component	GO:0031224	Intrinsic component of membrane
PIP2-4	3702.Q9FF53	GO Component	GO:0055044	Symplast
PIP2-4	3702.Q9FF53	GO Component	GO:0070161	Anchoring junction
PIP2-4	3702.Q9FF53	GO Component	GO:0071944	Cell periphery
PIP2-4	3702.Q9FF53	GO Component	GO:0110165	Cellular anatomical entity
PIP2-4	3702.Q9FF53	STRING clusters	CL:34446	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
PIP2-4	3702.Q9FF53	STRING clusters	CL:34448	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
PIP2-4	3702.Q9FF53	STRING clusters	CL:34449	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
PIP2-4	3702.Q9FF53	STRING clusters	CL:34450	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
PIP2-4	3702.Q9FF53	STRING clusters	CL:34451	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
PIP2-4	3702.Q9FF53	STRING clusters	CL:34452	Major intrinsic protein, and OPT oligopeptide transporter protein
PIP2-4	3702.Q9FF53	STRING clusters	CL:34454	Major intrinsic protein
PIP2-4	3702.Q9FF53	STRING clusters	CL:34456	Major intrinsic protein
PIP2-4	3702.Q9FF53	STRING clusters	CL:34457	Major intrinsic protein
PIP2-4	3702.Q9FF53	STRING clusters	CL:34458	Major intrinsic protein
PIP2-4	3702.Q9FF53	Reactome	MAP-382551	Transport of small molecules
PIP2-4	3702.Q9FF53	Reactome	MAP-432047	Passive transport by Aquaporins
PIP2-4	3702.Q9FF53	Reactome	MAP-445717	Aquaporin-mediated transport
PIP2-4	3702.Q9FF53	COMPARTMENTS	GOCC:0055044	Symplast
PIP2-4	3702.Q9FF53	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
PIP2-4	3702.Q9FF53	UniProt Keywords	KW-0007	Acetylation
PIP2-4	3702.Q9FF53	UniProt Keywords	KW-0472	Membrane
PIP2-4	3702.Q9FF53	UniProt Keywords	KW-0488	Methylation
PIP2-4	3702.Q9FF53	UniProt Keywords	KW-0597	Phosphoprotein
PIP2-4	3702.Q9FF53	UniProt Keywords	KW-0677	Repeat
PIP2-4	3702.Q9FF53	UniProt Keywords	KW-0812	Transmembrane
PIP2-4	3702.Q9FF53	UniProt Keywords	KW-0813	Transport
PIP2-4	3702.Q9FF53	UniProt Keywords	KW-1003	Cell membrane
PIP2-4	3702.Q9FF53	UniProt Keywords	KW-1133	Transmembrane helix
PIP2-4	3702.Q9FF53	Pfam	PF00230	Major intrinsic protein
PIP2-4	3702.Q9FF53	InterPro	IPR000425	Major intrinsic protein
PIP2-4	3702.Q9FF53	InterPro	IPR022357	Major intrinsic protein, conserved site
PIP2-4	3702.Q9FF53	InterPro	IPR023271	Aquaporin-like
PIP2-4	3702.Q9FF53	InterPro	IPR034294	Aquaporin transporter
PIP2-5	3702.Q9SV31	GO Process	GO:0006810	Transport
PIP2-5	3702.Q9SV31	GO Process	GO:0006833	Water transport
PIP2-5	3702.Q9SV31	GO Process	GO:0009987	Cellular process
PIP2-5	3702.Q9SV31	GO Process	GO:0042044	Fluid transport
PIP2-5	3702.Q9SV31	GO Process	GO:0051179	Localization
PIP2-5	3702.Q9SV31	GO Process	GO:0051234	Establishment of localization
PIP2-5	3702.Q9SV31	GO Process	GO:0055085	Transmembrane transport
PIP2-5	3702.Q9SV31	GO Function	GO:0005215	Transporter activity
PIP2-5	3702.Q9SV31	GO Function	GO:0005372	Water transmembrane transporter activity
PIP2-5	3702.Q9SV31	GO Function	GO:0015250	Water channel activity
PIP2-5	3702.Q9SV31	GO Function	GO:0015267	Channel activity
PIP2-5	3702.Q9SV31	GO Function	GO:0015318	Inorganic molecular entity transmembrane transporter activity
PIP2-5	3702.Q9SV31	GO Function	GO:0022803	Passive transmembrane transporter activity
PIP2-5	3702.Q9SV31	GO Function	GO:0022857	Transmembrane transporter activity
PIP2-5	3702.Q9SV31	GO Component	GO:0005886	Plasma membrane
PIP2-5	3702.Q9SV31	GO Component	GO:0016020	Membrane
PIP2-5	3702.Q9SV31	GO Component	GO:0016021	Integral component of membrane
PIP2-5	3702.Q9SV31	GO Component	GO:0031224	Intrinsic component of membrane
PIP2-5	3702.Q9SV31	GO Component	GO:0071944	Cell periphery
PIP2-5	3702.Q9SV31	GO Component	GO:0110165	Cellular anatomical entity
PIP2-5	3702.Q9SV31	STRING clusters	CL:34446	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
PIP2-5	3702.Q9SV31	STRING clusters	CL:34448	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
PIP2-5	3702.Q9SV31	STRING clusters	CL:34449	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
PIP2-5	3702.Q9SV31	STRING clusters	CL:34450	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
PIP2-5	3702.Q9SV31	STRING clusters	CL:34451	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
PIP2-5	3702.Q9SV31	STRING clusters	CL:34452	Major intrinsic protein, and OPT oligopeptide transporter protein
PIP2-5	3702.Q9SV31	STRING clusters	CL:34454	Major intrinsic protein
PIP2-5	3702.Q9SV31	STRING clusters	CL:34456	Major intrinsic protein
PIP2-5	3702.Q9SV31	STRING clusters	CL:34457	Major intrinsic protein
PIP2-5	3702.Q9SV31	STRING clusters	CL:34458	Major intrinsic protein
PIP2-5	3702.Q9SV31	Reactome	MAP-382551	Transport of small molecules
PIP2-5	3702.Q9SV31	Reactome	MAP-432047	Passive transport by Aquaporins
PIP2-5	3702.Q9SV31	Reactome	MAP-445717	Aquaporin-mediated transport
PIP2-5	3702.Q9SV31	COMPARTMENTS	GOCC:0016020	Membrane
PIP2-5	3702.Q9SV31	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
PIP2-5	3702.Q9SV31	UniProt Keywords	KW-0007	Acetylation
PIP2-5	3702.Q9SV31	UniProt Keywords	KW-0472	Membrane
PIP2-5	3702.Q9SV31	UniProt Keywords	KW-0488	Methylation
PIP2-5	3702.Q9SV31	UniProt Keywords	KW-0597	Phosphoprotein
PIP2-5	3702.Q9SV31	UniProt Keywords	KW-0677	Repeat
PIP2-5	3702.Q9SV31	UniProt Keywords	KW-0812	Transmembrane
PIP2-5	3702.Q9SV31	UniProt Keywords	KW-0813	Transport
PIP2-5	3702.Q9SV31	UniProt Keywords	KW-1003	Cell membrane
PIP2-5	3702.Q9SV31	UniProt Keywords	KW-1133	Transmembrane helix
PIP2-5	3702.Q9SV31	Pfam	PF00230	Major intrinsic protein
PIP2-5	3702.Q9SV31	InterPro	IPR000425	Major intrinsic protein
PIP2-5	3702.Q9SV31	InterPro	IPR022357	Major intrinsic protein, conserved site
PIP2-5	3702.Q9SV31	InterPro	IPR023271	Aquaporin-like
PIP2-5	3702.Q9SV31	InterPro	IPR034294	Aquaporin transporter
Q6NLB7_ARATH	3702.Q6NLB7	STRING clusters	CL:40811	Mixed, incl. PPM-type phosphatase-like domain, and Small auxin-up RNA
Q6NLB7_ARATH	3702.Q6NLB7	STRING clusters	CL:40813	Mixed, incl. Small auxin-up RNA, and Protein phosphatase 2C family
Q6NLB7_ARATH	3702.Q6NLB7	STRING clusters	CL:40933	Mostly uncharacterized, incl. poly(A) binding, and Leucine rich repeat
Q6NLB7_ARATH	3702.Q6NLB7	STRING clusters	CL:40977	Mostly uncharacterized, incl. SAP30, C-terminal domain superfamily, and SHI protein family
Q6NLB7_ARATH	3702.Q6NLB7	STRING clusters	CL:40979	Mixed, incl. SHI protein family, and Calcium/proton exchanger
Q6NLB7_ARATH	3702.Q6NLB7	STRING clusters	CL:40981	Mixed, incl. SHI protein family, and ATP transport
SIP1-1	3702.Q9M8W5	GO Process	GO:0006810	Transport
SIP1-1	3702.Q9M8W5	GO Process	GO:0006833	Water transport
SIP1-1	3702.Q9M8W5	GO Process	GO:0009987	Cellular process
SIP1-1	3702.Q9M8W5	GO Process	GO:0042044	Fluid transport
SIP1-1	3702.Q9M8W5	GO Process	GO:0051179	Localization
SIP1-1	3702.Q9M8W5	GO Process	GO:0051234	Establishment of localization
SIP1-1	3702.Q9M8W5	GO Process	GO:0055085	Transmembrane transport
SIP1-1	3702.Q9M8W5	GO Function	GO:0005215	Transporter activity
SIP1-1	3702.Q9M8W5	GO Function	GO:0005372	Water transmembrane transporter activity
SIP1-1	3702.Q9M8W5	GO Function	GO:0015250	Water channel activity
SIP1-1	3702.Q9M8W5	GO Function	GO:0015267	Channel activity
SIP1-1	3702.Q9M8W5	GO Function	GO:0015318	Inorganic molecular entity transmembrane transporter activity
SIP1-1	3702.Q9M8W5	GO Function	GO:0022803	Passive transmembrane transporter activity
SIP1-1	3702.Q9M8W5	GO Function	GO:0022857	Transmembrane transporter activity
SIP1-1	3702.Q9M8W5	GO Component	GO:0005622	Intracellular anatomical structure
SIP1-1	3702.Q9M8W5	GO Component	GO:0005737	Cytoplasm
SIP1-1	3702.Q9M8W5	GO Component	GO:0005783	Endoplasmic reticulum
SIP1-1	3702.Q9M8W5	GO Component	GO:0005789	Endoplasmic reticulum membrane
